id,sex,age,n_siblings_spouses,parch,fare,class,embark_town,alone,predict,survived,x,y,predict0,predict1
226,0,26.0,1,1,26.0,1,2,0,1,0,-16.036928176879883,10.467367172241211,0.24605314410911341,0.7539468558908868
227,1,28.0,0,0,7.8958,2,2,1,0,0,28.18054962158203,-9.751314163208008,0.8766561437728937,0.12334385622710636
228,1,43.0,1,1,26.25,1,2,0,0,0,-0.4610310196876526,18.205692291259766,0.6785555828350985,0.3214444171649014
229,0,24.0,1,0,26.0,1,2,0,1,1,-12.932097434997559,17.751989364624023,0.26476773002504334,0.7352322699749568
230,0,31.0,0,2,164.8667,0,2,0,1,1,-13.72182846069336,14.32391357421875,0.20311206521094569,0.7968879347890543
231,0,40.0,1,1,134.5,0,0,0,1,1,-10.186912536621094,9.941064834594727,0.11427190400487973,0.8857280959951198
232,1,22.0,0,0,7.25,2,2,1,0,0,31.531108856201172,-1.2055950164794922,0.8792196393348438,0.12078036066515634
233,1,27.0,0,0,7.8958,2,2,1,0,0,28.95433235168457,-7.1760735511779785,0.8642148853759046,0.13578511462409548
234,0,22.0,1,1,29.0,1,2,0,1,1,-16.054014205932617,10.435224533081055,0.23954755103182543,0.7604524489681748
235,1,28.0,8,2,69.55,2,2,0,0,0,4.399162769317627,22.70717430114746,0.9072053749351998,0.09279462506480016
236,0,36.0,0,0,135.6333,0,0,1,1,1,-4.904182434082031,-11.797632217407227,0.09107067060786216,0.9089293293921379
237,1,61.0,0,0,6.2375,2,2,1,0,0,20.48252296447754,-19.842350006103516,0.8747050728376381,0.12529492716236174
238,0,31.0,1,1,20.525,2,2,0,1,1,-19.7783203125,13.798074722290039,0.4282645349281106,0.5717354650718893
239,0,28.0,2,0,23.25,2,1,0,1,1,-18.55891227722168,20.16477394104004,0.4319243816108234,0.5680756183891766
240,1,38.0,0,1,153.4625,0,2,0,0,0,-3.4122297763824463,20.01104164123535,0.5436931559050029,0.45630684409499694
241,0,28.0,1,0,133.65,0,2,0,1,1,-11.277674674987793,16.532896041870117,0.15955032489840715,0.8404496751015926
242,1,28.0,0,0,7.8958,2,2,1,0,0,28.07754898071289,-9.768770217895508,0.8766561437728937,0.12334385622710636
243,1,29.0,1,0,66.6,0,2,0,0,0,-5.983405113220215,21.284238815307617,0.5675036836007515,0.4324963163992484
244,1,45.0,0,0,8.05,2,2,1,0,1,21.690216064453125,-18.839370727539062,0.8624588249232201,0.13754117507677996
245,1,45.0,0,0,35.5,0,2,1,0,0,-19.796436309814453,-11.886045455932617,0.631068331644461,0.368931668355539
246,1,28.0,0,0,13.0,1,2,1,0,0,-5.062487602233887,-27.833919525146484,0.7646083370146833,0.2353916629853167
247,1,25.0,0,0,13.0,1,2,1,0,0,-4.8290205001831055,-28.576557159423828,0.7663097581751253,0.23369024182487472
248,1,36.0,0,0,13.0,1,2,1,0,0,-6.819836139678955,-27.09524154663086,0.7752317283498966,0.2247682716501034
249,0,24.0,0,0,13.0,1,2,1,1,1,1.6262685060501099,-16.273193359375,0.29475610756250736,0.7052438924374929
250,0,40.0,0,0,13.0,1,2,1,1,1,0.9488867521286011,-16.41390609741211,0.32180999602994126,0.6781900039700589
251,0,28.0,1,0,16.1,2,2,0,1,1,-14.772317886352539,20.631179809570312,0.4212392855226498,0.5787607144773502
252,1,15.0,1,1,7.2292,2,0,0,0,0,2.957777261734009,18.064727783203125,0.757386737325505,0.24261326267449518
253,1,25.0,1,0,17.8,2,2,0,0,0,-2.4341115951538086,26.585294723510742,0.7697976703098413,0.23020232969015864
254,1,28.0,0,0,7.225,2,0,1,0,0,9.732572555541992,2.030730724334717,0.8204635718504611,0.17953642814953902
255,1,28.0,0,0,9.5,2,2,1,0,0,29.299013137817383,-12.071022987365723,0.840112696503279,0.15988730349672103
256,0,22.0,0,1,55.0,0,2,0,1,1,-13.992425918579102,14.03154182434082,0.20240938806134853,0.7975906119386516
257,0,38.0,0,0,13.0,1,2,1,1,0,1.0532593727111816,-16.810375213623047,0.3194362348218242,0.680563765178176
258,0,28.0,0,0,7.8792,2,1,1,1,1,3.3329179286956787,-7.519426345825195,0.4448042122112102,0.5551957877887899
259,0,28.0,0,0,7.8792,2,1,1,1,1,3.640324354171753,-7.620486259460449,0.4448042122112102,0.5551957877887899
260,1,40.0,1,4,27.9,2,2,0,0,0,2.4643592834472656,22.470304489135742,0.7942547699723412,0.20574523002765857
261,1,29.0,1,0,27.7208,1,0,0,0,0,-5.249266147613525,16.992673873901367,0.6749249599100186,0.32507504008998134
262,0,45.0,0,1,14.4542,2,0,0,1,0,-20.18903160095215,18.824705123901367,0.42786014315455234,0.5721398568454475
263,1,35.0,0,0,7.05,2,2,1,0,0,23.764307022094727,-16.755083084106445,0.8962981309985626,0.10370186900143728
264,1,28.0,1,0,15.5,2,1,0,0,0,-0.9071201682090759,23.961103439331055,0.7605366455523469,0.23946335444765288
265,0,60.0,1,0,75.25,0,0,0,1,1,-8.658906936645508,11.65953254699707,0.11277982670453046,0.8872201732954692
266,0,28.0,0,0,7.2292,2,0,1,1,1,2.24747371673584,-7.919273376464844,0.3940071612399904,0.6059928387600096
267,0,28.0,0,0,7.75,2,1,1,1,1,3.424301862716675,-7.945645332336426,0.4449925928995909,0.5550074071004092
268,0,24.0,0,0,69.3,0,0,1,1,1,-4.459259510040283,-11.802328109741211,0.1264520290450205,0.8735479709549794
269,1,18.0,1,0,6.4958,2,2,0,0,0,-2.242262840270996,26.16901397705078,0.8247046681805685,0.1752953318194313
270,1,19.0,0,0,8.05,2,2,1,0,0,32.56739807128906,1.633899211883545,0.8640095988601939,0.13599040113980612
271,0,28.0,1,0,82.1708,0,0,0,1,1,-8.588558197021484,12.268494606018066,0.11219432313408889,0.8878056768659107
272,1,27.0,0,2,211.5,0,0,0,0,0,-3.898665428161621,13.618134498596191,0.5224922544019256,0.4775077455980743
273,1,19.0,0,0,7.775,2,2,1,0,0,32.61406326293945,1.6318355798721313,0.8666040617080125,0.13339593829198734
274,0,42.0,0,0,227.525,0,0,1,1,1,-5.211006164550781,-11.59809684753418,0.09938555433774686,0.900614445662253
275,1,32.0,0,0,7.925,2,2,1,0,0,24.852012634277344,-15.50070858001709,0.8554971282012729,0.14450287179872723
276,1,28.0,0,0,7.8958,2,2,1,0,0,27.475404739379883,-10.685860633850098,0.8766561437728937,0.12334385622710636
277,1,18.0,0,0,73.5,1,2,1,0,0,-5.696535110473633,-30.47690773010254,0.6808552067027701,0.31914479329723
278,1,1.0,5,2,46.9,2,2,0,0,0,5.014532089233398,22.17343521118164,0.808615299064973,0.19138470093502685
279,1,28.0,0,0,7.7292,2,1,1,0,0,12.24660873413086,3.896829128265381,0.860133737772217,0.139866262227783
280,0,17.0,0,0,12.0,1,0,1,1,1,-2.7201285362243652,-11.566058158874512,0.21851437875762653,0.7814856212423735
281,1,36.0,1,2,120.0,0,2,0,0,1,-1.503251314163208,16.751476287841797,0.5144346270093274,0.48556537299067254
282,1,21.0,0,0,7.7958,2,2,1,0,1,31.85568618774414,-0.2617191672325134,0.8712126582964724,0.1287873417035275
283,0,23.0,1,0,113.275,0,0,0,1,1,-8.72016716003418,12.164036750793457,0.09864205953689589,0.9013579404631038
284,0,24.0,0,2,16.7,2,2,0,1,1,-17.907787322998047,16.96841812133789,0.4287626361778637,0.5712373638221364
285,1,22.0,0,0,7.7958,2,2,1,0,0,31.5137996673584,-1.2672441005706787,0.8712126582964724,0.1287873417035275
286,0,31.0,0,0,7.8542,2,2,1,0,0,5.746035575866699,-12.461609840393066,0.541401729416442,0.45859827058355795
287,1,46.0,0,0,26.0,1,2,1,0,0,-8.244610786437988,-27.040969848632812,0.7634390464235485,0.2365609535764513
288,1,23.0,0,0,10.5,1,2,1,0,0,-4.988639831542969,-29.123950958251953,0.8006368134666088,0.19936318653339127
289,1,39.0,0,0,7.925,2,2,1,0,1,22.747228622436523,-17.818706512451172,0.8586022728523823,0.14139772714761775
290,1,26.0,0,0,8.05,2,2,1,0,0,29.667749404907227,-5.422056674957275,0.8573687017251618,0.14263129827483836
291,1,28.0,1,0,15.85,2,2,0,0,0,-2.603301763534546,26.51612663269043,0.7668416400425678,0.23315835995743214
292,1,34.0,1,0,21.0,1,2,0,0,0,-4.888933181762695,22.853792190551758,0.7141585714390929,0.28584142856090694
293,1,3.0,1,1,18.75,1,2,0,1,1,-0.40178191661834717,18.221586227416992,0.448910740453043,0.551089259546957
294,1,21.0,0,0,7.775,2,2,1,0,0,31.856693267822266,-0.260372132062912,0.8621899497789363,0.13781005022106363
295,0,28.0,3,1,25.4667,2,2,0,0,0,-19.799406051635742,14.850590705871582,0.7024630663503002,0.2975369336496995
296,1,28.0,0,0,7.8958,2,2,1,0,0,28.008459091186523,-9.836673736572266,0.8766561437728937,0.12334385622710636
297,1,28.0,0,0,6.8583,2,1,1,0,0,12.517230987548828,3.431701421737671,0.8725949302959094,0.12740506970409046
298,1,28.0,0,0,0.0,1,2,1,0,0,-5.637907028198242,-28.323999404907227,0.8692889848252733,0.13071101517472686
299,1,44.0,0,0,7.925,2,2,1,0,1,21.83346939086914,-18.705535888671875,0.8546458046101998,0.14535419538980027
300,0,28.0,0,0,8.05,2,2,1,0,0,6.227240562438965,-12.456350326538086,0.5157057553974684,0.4842942446025317
301,0,34.0,1,1,32.5,1,2,0,1,1,-15.94847297668457,10.458477973937988,0.24007975161289793,0.759920248387102
302,0,18.0,0,2,13.0,1,2,0,1,1,-15.588610649108887,15.158440589904785,0.24435329986619114,0.7556467001338087
303,1,30.0,0,0,13.0,1,2,1,0,0,-5.483495712280273,-27.49176788330078,0.7657723681688018,0.23422763183119819
304,1,28.0,0,0,7.8958,2,0,1,0,0,9.274335861206055,1.622979760169983,0.7975042376122764,0.20249576238772385
305,1,21.0,0,0,7.7333,2,1,1,0,0,12.633678436279297,3.059433937072754,0.8523598605032994,0.14764013949670052
306,1,18.0,1,1,20.2125,2,2,0,0,0,2.2674052715301514,21.767335891723633,0.7277123713872872,0.27228762861271283
307,0,19.0,0,0,26.0,1,2,1,1,1,1.370561957359314,-16.0965633392334,0.2667215548450558,0.7332784451549444
308,1,28.0,0,0,7.75,2,1,1,0,0,12.186657905578613,3.906627893447876,0.8500764428096048,0.14992355719039518
309,1,32.0,0,0,8.05,2,2,1,0,1,24.85251235961914,-15.500563621520996,0.8627040879082325,0.13729591209176753
310,1,28.0,0,0,26.55,0,2,1,0,1,-21.633323669433594,-11.641448020935059,0.5805817747988645,0.41941822520113553
311,0,28.0,1,0,16.1,2,2,0,1,1,-14.772732734680176,20.63182830810547,0.4212392855226498,0.5787607144773502
312,0,42.0,1,0,26.0,1,2,0,1,1,-12.878087043762207,17.6965274810791,0.2686928809679561,0.7313071190320442
313,1,17.0,0,0,7.125,2,2,1,0,0,33.162235260009766,2.938415050506592,0.8859863741136692,0.11401362588633077
314,1,50.0,1,0,55.9,0,2,0,0,0,-5.8761491775512695,20.872970581054688,0.5834517470416122,0.4165482529583877
315,0,14.0,1,2,120.0,0,2,0,1,1,-13.653484344482422,9.751504898071289,0.1995957547090984,0.8004042452909016
316,0,24.0,2,3,18.75,1,2,0,1,1,-16.227806091308594,9.453018188476562,0.320307990546997,0.6796920094530036
317,1,64.0,1,4,263.0,0,2,0,0,0,-1.5813626050949097,16.345705032348633,0.6533158956483205,0.3466841043516796
318,1,31.0,0,0,10.5,1,2,1,0,0,-6.041656494140625,-27.77788734436035,0.8014245467941601,0.19857545320583994
319,0,45.0,1,1,26.25,1,2,0,1,1,-15.853891372680664,10.408895492553711,0.2500662071399382,0.749933792860062
320,1,20.0,0,0,9.5,2,2,1,0,0,31.81220817565918,0.8649294972419739,0.8397190936893822,0.16028090631061784
321,0,28.0,0,0,13.0,1,2,1,1,1,1.6556214094161987,-16.6351318359375,0.2919559139480186,0.7080440860519817
322,1,28.0,0,0,8.1125,2,2,1,0,1,28.739425659179688,-10.795166969299316,0.8615746660045037,0.13842533399549628
323,1,34.0,0,0,26.55,0,2,1,0,1,-20.860477447509766,-11.973097801208496,0.5805817747988645,0.41941822520113553
324,0,5.0,2,1,19.2583,2,0,0,1,1,-22.19981575012207,17.559062957763672,0.26211706416599506,0.737882935834005
325,1,52.0,0,0,30.5,0,2,1,0,1,-19.194028854370117,-12.045499801635742,0.6075961706076657,0.3924038293923342
326,1,36.0,1,2,27.75,1,2,0,0,0,-0.5738548040390015,18.21198844909668,0.6741908971286666,0.3258091028713332
327,1,30.0,0,0,27.75,0,0,1,0,0,-10.779918670654297,-13.181563377380371,0.5958162250989102,0.4041837749010896
328,1,49.0,1,0,89.1042,0,0,0,1,1,-5.176353454589844,15.523106575012207,0.49653565982122605,0.503464340178774
329,1,29.0,0,0,7.8958,2,0,1,0,1,9.173040390014648,2.300539493560791,0.8046097340661771,0.19539026593382303
330,1,65.0,0,0,26.55,0,2,1,0,0,-18.45103645324707,-12.44994068145752,0.6108441121721164,0.38915588782788363
331,0,28.0,1,0,51.8625,0,2,0,1,1,-11.335493087768555,16.72381591796875,0.2045014731279708,0.7954985268720294
332,1,48.0,0,0,26.55,0,2,1,0,1,-19.691463470458984,-12.483787536621094,0.6030649206076657,0.3969350793923342
333,1,34.0,0,0,8.05,2,2,1,0,0,24.126995086669922,-16.37897300720215,0.865809232559342,0.13419076744065803
334,1,47.0,0,0,38.5,0,2,1,0,0,-19.674407958984375,-12.462849617004395,0.631068331644461,0.368931668355539
335,1,28.0,0,0,8.05,2,2,1,0,0,28.10606575012207,-11.063998222351074,0.8615746660045037,0.13842533399549628
336,1,38.0,0,0,7.05,2,2,1,0,0,22.96190071105957,-17.594762802124023,0.8962981309985626,0.10370186900143728
337,1,56.0,0,0,26.55,0,2,1,0,0,-18.988361358642578,-12.366209030151367,0.6062729625657076,0.39372703743429227
338,1,28.0,0,0,7.725,2,1,1,0,0,11.79526138305664,3.7501401901245117,0.860133737772217,0.139866262227783
339,0,0.75,2,1,19.2583,2,0,0,1,1,-22.212995529174805,17.564537048339844,0.2396852074972963,0.7603147925027038
340,1,28.0,0,0,7.25,2,2,1,0,0,26.352725982666016,-9.39098834991455,0.8836421075333852,0.1163578924666147
341,0,33.0,1,2,27.75,1,2,0,1,1,-15.720538139343262,9.747101783752441,0.27785008230913916,0.7221499176908608
342,0,23.0,0,0,13.7917,1,0,1,1,1,-2.7187376022338867,-11.571215629577637,0.23385970039505338,0.7661402996049468
343,1,28.0,0,0,52.0,0,2,1,0,0,-20.842153549194336,-11.1931791305542,0.598876515574549,0.40112348442545104
344,1,34.0,1,0,21.0,1,2,0,0,0,-4.888971328735352,22.855985641479492,0.7141585714390929,0.28584142856090694
345,1,29.0,1,0,7.0458,2,2,0,0,0,-2.4777462482452393,26.584606170654297,0.830730942999323,0.16926905700067663
346,0,2.0,0,1,12.2875,2,2,0,1,1,-18.192485809326172,16.446983337402344,0.3448660269105426,0.6551339730894574
347,1,9.0,5,2,46.9,2,2,0,0,0,4.806812763214111,22.330184936523438,0.8907663369936762,0.10923366300632374
348,1,28.0,0,0,0.0,1,2,1,0,0,-5.64367151260376,-28.327651977539062,0.8692889848252733,0.13071101517472686
349,0,63.0,0,0,9.5875,2,2,1,0,1,5.047353744506836,-12.014086723327637,0.5155639096900003,0.48443609030999973
350,1,25.0,1,0,91.0792,0,0,0,1,1,-5.222277641296387,15.650582313537598,0.4983969868827248,0.5016030131172753
351,0,28.0,3,1,25.4667,2,2,0,0,0,-19.800029754638672,14.853937149047852,0.7024630663503002,0.2975369336496995
352,0,35.0,1,0,90.0,0,2,0,1,1,-11.27209186553955,16.570451736450195,0.16111967385046505,0.8388803261495349
353,1,58.0,0,0,29.7,0,0,1,0,0,-10.195870399475098,-12.619462966918945,0.623066266559408,0.3769337334405916
354,1,9.0,1,1,15.9,2,2,0,0,1,2.430279493331909,21.66469383239746,0.6491485079962773,0.3508514920037226
355,1,28.0,1,0,19.9667,2,2,0,0,0,-2.607745885848999,26.275362014770508,0.768807258937961,0.23119274106203888
356,1,71.0,0,0,49.5042,0,0,1,0,0,-9.839171409606934,-12.507645606994629,0.6596979317773904,0.3403020682226095
357,1,21.0,0,0,8.05,2,2,1,0,0,31.48421287536621,-0.1368701010942459,0.8595954869311178,0.1404045130688824
358,0,25.0,1,2,151.55,0,2,0,1,0,-13.653182983398438,9.781978607177734,0.23244878681091094,0.767551213189089
359,1,17.0,0,0,8.6625,2,2,1,0,0,32.653045654296875,3.078460931777954,0.8563513360375242,0.14364866396247591
360,0,21.0,0,0,7.75,2,1,1,1,0,3.2675554752349854,-7.4608869552612305,0.4381059563513412,0.5618940436486589
361,0,37.0,0,0,9.5875,2,2,1,0,0,5.550643444061279,-12.382550239562988,0.5402203838898473,0.45977961611015256
362,1,18.0,1,0,108.9,0,0,0,0,0,-5.19097900390625,15.595698356628418,0.5025050765687457,0.49749492343125445
363,0,33.0,0,2,26.0,1,2,0,1,1,-15.52723217010498,15.14100456237793,0.24714932165614256,0.7528506783438573
364,1,28.0,0,0,26.55,0,2,1,0,1,-21.650373458862305,-11.620741844177246,0.5805817747988645,0.41941822520113553
365,1,26.0,0,0,56.4958,2,2,1,0,1,23.056140899658203,-11.557145118713379,0.6950051173826408,0.30499488261735924
366,0,54.0,1,0,59.4,0,0,0,1,1,-8.586872100830078,11.786575317382812,0.1318520950830563,0.8681479049169434
367,1,24.0,0,0,7.4958,2,2,1,0,0,30.45611572265625,-3.4323737621307373,0.8792196393348438,0.12078036066515634
368,1,47.0,0,0,34.0208,0,2,1,0,0,-19.601547241210938,-11.889389038085938,0.631068331644461,0.368931668355539
369,0,34.0,0,0,10.5,1,2,1,1,1,1.1404716968536377,-16.268674850463867,0.3463453891789295,0.6536546108210706
370,0,36.0,1,0,26.0,1,2,0,1,1,-12.892632484436035,17.727758407592773,0.2603766127849486,0.7396233872150516
371,1,32.0,0,0,7.8958,2,2,1,0,0,24.85172462463379,-15.502824783325195,0.8798908288345172,0.1201091711654829
372,0,30.0,0,0,93.5,0,2,1,1,1,-1.3379220962524414,-15.353283882141113,0.14768595651397265,0.8523140434860275
373,1,22.0,0,0,7.8958,2,2,1,0,0,31.110254287719727,-1.114585280418396,0.873393320807168,0.126606679192832
374,0,44.0,0,1,57.9792,0,0,0,1,1,-10.444153785705566,11.19282341003418,0.15289404311524202,0.8471059568847578
375,1,28.0,0,0,7.2292,2,0,1,0,0,9.433198928833008,2.3675284385681152,0.8199080162949056,0.18009198370509452
376,1,40.5,0,0,7.75,2,1,1,0,0,12.758398056030273,3.806732177734375,0.859659515765581,0.14034048423441894
377,0,50.0,0,0,10.5,1,2,1,1,1,0.7214226126670837,-16.633756637573242,0.3727154813941534,0.6272845186058467
378,1,28.0,0,0,221.7792,0,2,1,0,0,-18.73117446899414,-13.126522064208984,0.5494828294420352,0.45051717055796486
379,1,23.0,2,1,11.5,1,2,0,0,0,-0.3639715015888214,18.455801010131836,0.7227308330428294,0.27726916695717035
380,0,2.0,1,1,26.0,1,2,0,1,1,-16.14299774169922,10.253646850585938,0.19064393345629024,0.8093560665437102
381,1,17.0,1,1,7.2292,2,0,0,0,0,2.9515669345855713,18.064912796020508,0.7651645151032826,0.2348354848967174
382,0,28.0,0,2,22.3583,2,0,0,1,1,-19.95159912109375,18.802085876464844,0.36249300813529783,0.637506991864702
383,0,30.0,0,0,8.6625,2,2,1,0,0,5.858800888061523,-12.512704849243164,0.5331576214191317,0.4668423785808684
384,0,7.0,0,2,26.25,1,2,0,1,1,-15.603800773620605,15.130786895751953,0.21511989319062189,0.7848801068093781
385,1,45.0,0,0,26.55,0,2,1,0,0,-19.964908599853516,-12.377476692199707,0.6065833353115854,0.3934166646884146
386,0,30.0,0,0,106.425,0,0,1,1,1,-4.63320255279541,-11.693831443786621,0.09016880794453161,0.9098311920554685
387,0,22.0,0,2,49.5,0,0,0,1,1,-10.496947288513184,11.30691909790039,0.17282936901749707,0.8271706309825027
388,0,36.0,0,2,71.0,0,2,0,1,1,-13.770166397094727,14.387314796447754,0.22262282274614104,0.7773771772538589
389,0,9.0,4,2,31.275,2,2,0,0,0,-20.730751037597656,15.434486389160156,0.7570241965608243,0.2429758034391755
390,0,11.0,4,2,31.275,2,2,0,0,0,-20.71306037902832,15.429993629455566,0.7545241965608243,0.2454758034391755
391,1,50.0,1,0,106.425,0,0,0,0,0,-5.162588596343994,15.492478370666504,0.50800784439398,0.4919921556060201
392,0,19.0,1,0,26.0,1,2,0,1,1,-12.949763298034668,17.73929214477539,0.257573725253057,0.7424262747469433
393,1,28.0,0,0,13.8625,1,0,1,0,1,-10.552800178527832,-15.419661521911621,0.7245001454529075,0.2754998545470926
394,1,33.0,1,1,20.525,2,2,0,0,0,2.114889621734619,21.873123168945312,0.7369425969003675,0.26305740309963255
395,1,17.0,0,2,110.8833,0,0,0,1,1,-3.9425342082977295,13.639806747436523,0.470750843790016,0.529249156209984
396,1,27.0,0,0,26.0,1,2,1,0,0,-4.853013038635254,-27.963544845581055,0.7520781474158198,0.24792185258418015
397,1,28.0,0,0,7.8292,2,1,1,0,0,12.151511192321777,2.9795525074005127,0.8518593713006172,0.14814062869938283
398,0,22.0,0,0,7.775,2,2,1,1,1,5.999704360961914,-11.789894104003906,0.4896654563054096,0.5103345436945904
399,0,48.0,1,0,39.6,0,0,0,1,1,-8.4813232421875,12.018579483032227,0.17728253413171285,0.822717465868287
400,1,28.0,0,0,227.525,0,0,1,0,0,-9.96432876586914,-12.79375171661377,0.5303490570297895,0.46965094297021037
401,0,39.0,1,1,79.65,0,2,0,1,1,-13.88433837890625,10.266721725463867,0.18398128086281507,0.8160187191371848
402,0,36.0,1,0,17.4,2,2,0,1,1,-14.76379108428955,20.598291397094727,0.43308962023871184,0.5669103797612882
403,1,28.0,0,0,7.75,2,1,1,0,0,12.342641830444336,3.7855093479156494,0.8500764428096048,0.14992355719039518
404,1,40.0,0,0,7.8958,2,2,1,0,0,22.523113250732422,-18.042192459106445,0.8829959734856268,0.11700402651437339
405,1,28.0,0,0,8.05,2,2,1,0,0,28.127531051635742,-11.046651840209961,0.8615746660045037,0.13842533399549628
406,1,24.0,2,0,24.15,2,2,0,0,0,-1.2582451105117798,26.4271297454834,0.8072423802270845,0.19275761977291522
407,1,19.0,0,0,7.8958,2,2,1,0,0,32.17911911010742,1.8021132946014404,0.8778074327362444,0.12219256726375573
408,0,29.0,0,4,21.075,2,2,0,0,0,-17.90102195739746,16.90827751159668,0.5689552450714673,0.4310447549285326
409,1,32.0,0,0,7.8542,2,2,1,0,1,24.851642608642578,-15.501391410827637,0.8777101663238216,0.12228983367617842
410,1,62.0,0,0,10.5,1,2,1,0,1,-8.955598831176758,-27.662893295288086,0.7828192007586625,0.2171807992413374
411,0,53.0,2,0,51.4792,0,2,0,1,1,-11.572221755981445,15.71728229522705,0.21211032170404984,0.7878896782959504
412,1,36.0,0,0,26.3875,0,2,1,0,1,-20.629671096801758,-11.82056999206543,0.5935150811190482,0.40648491888095173
413,1,16.0,0,0,8.05,2,2,1,0,0,33.14326477050781,3.3859121799468994,0.8493405724575922,0.15065942754240785
414,0,34.0,0,0,13.0,1,2,1,1,1,1.269677758216858,-16.862550735473633,0.2875418019166155,0.7124581980833846
415,0,25.0,1,1,30.0,1,2,0,1,1,-16.034440994262695,10.456578254699707,0.24621279976159025,0.75378720023841
416,1,36.0,0,0,40.125,0,0,1,0,0,-10.730608940124512,-12.857322692871094,0.6138783391785001,0.38612166082149973
417,1,47.0,0,0,15.0,1,2,1,0,0,-8.303204536437988,-27.068927764892578,0.7759833470176196,0.22401665298238044
418,1,60.0,1,1,79.2,0,0,0,0,1,-2.1425983905792236,14.584306716918945,0.5095593130871301,0.49044068691287
419,1,28.0,0,0,8.05,2,2,1,0,0,28.233606338500977,-10.968076705932617,0.8615746660045037,0.13842533399549628
420,1,35.0,0,0,7.125,2,2,1,0,0,23.766460418701172,-16.753164291381836,0.8962981309985626,0.10370186900143728
421,0,52.0,1,0,78.2667,0,0,0,1,1,-8.597725868225098,11.784332275390625,0.11169287018279134,0.8883071298172083
422,1,47.0,0,0,7.25,2,2,1,0,0,21.42152214050293,-19.05743980407715,0.886593783925168,0.11340621607483198
423,0,28.0,0,2,7.75,2,1,0,1,0,-19.68174171447754,18.639646530151367,0.4825334334050347,0.5174665665949653
424,1,37.0,1,0,26.0,1,2,0,0,0,-4.903991222381592,22.818361282348633,0.7194164766682114,0.28058352333178854
425,1,36.0,1,1,24.15,2,2,0,0,0,2.1200597286224365,21.86927604675293,0.7509735533652863,0.24902644663471377
426,0,28.0,0,0,33.0,1,2,1,1,1,1.2838815450668335,-16.167526245117188,0.25450718838244063,0.7454928116175593
427,1,49.0,0,0,0.0,2,2,1,0,0,21.119892120361328,-19.331233978271484,0.8900401808401597,0.1099598191598402
428,1,28.0,0,0,7.225,2,0,1,0,0,9.73377799987793,2.021657943725586,0.8204635718504611,0.17953642814953902
429,1,49.0,1,0,56.9292,0,0,0,0,1,-5.186617851257324,15.565949440002441,0.5208884255661625,0.4791115744338375
430,1,35.0,0,0,26.55,0,0,1,0,1,-10.800713539123535,-12.952038764953613,0.5934629115660237,0.40653708843397607
431,1,36.0,1,0,15.55,2,2,0,0,0,-2.5198776721954346,26.090412139892578,0.7774953048354841,0.22250469516451574
432,1,30.0,0,0,7.8958,2,2,1,0,0,25.822763442993164,-14.132572174072266,0.8788840047142463,0.12111599528575384
433,1,27.0,0,0,30.5,0,2,1,0,1,-21.534706115722656,-11.32504653930664,0.5851130247988645,0.41488697520113554
434,0,22.0,1,2,41.5792,1,0,0,1,1,-11.65052318572998,9.134815216064453,0.17937156156265793,0.8206284384373417
435,0,40.0,0,0,153.4625,0,2,1,1,1,-1.54385507106781,-15.218890190124512,0.154848485115736,0.8451515148842641
436,0,39.0,1,5,31.275,2,2,0,0,0,-20.168115615844727,13.995512008666992,0.6240433313753545,0.3759566686246455
437,1,28.0,0,0,7.05,2,2,1,0,0,26.26931381225586,-9.171340942382812,0.889996046970658,0.11000395302934192
438,0,28.0,1,0,15.5,2,1,0,1,1,-18.062877655029297,20.540287017822266,0.3900919334086833,0.6099080665913167
439,1,35.0,0,0,8.05,2,2,1,0,0,23.773944854736328,-16.72572135925293,0.865809232559342,0.13419076744065803
440,0,24.0,1,2,65.0,1,2,0,1,1,-15.704456329345703,9.720050811767578,0.24861430202300003,0.7513856979769998
441,1,34.0,1,1,14.4,2,2,0,0,0,2.114698886871338,21.877113342285156,0.7398548956655148,0.26014510433448523
442,1,26.0,0,0,10.5,1,2,1,0,0,-4.898886680603027,-28.365217208862305,0.7984100282606528,0.20158997173934728
443,1,20.0,1,1,15.7417,2,0,0,0,1,2.9397337436676025,18.06374740600586,0.6639288659135576,0.3360711340864424
444,1,61.0,0,0,32.3208,0,2,1,0,0,-18.640243530273438,-12.440488815307617,0.6351664096028087,0.36483359039719127
445,1,57.0,0,0,12.35,1,1,1,0,0,-10.534550666809082,-15.838141441345215,0.780317483417879,0.21968251658212112
446,0,21.0,0,0,77.9583,0,2,1,1,1,-1.2763155698776245,-15.35183334350586,0.16181554106074925,0.8381844589392509
447,1,26.0,0,0,7.8958,2,2,1,0,0,29.66966438293457,-5.417011260986328,0.8724501794935517,0.12754982050644845
448,1,28.0,0,0,7.7333,2,1,1,0,0,11.761271476745605,3.399829864501953,0.8541037268263083,0.14589627317369172
449,1,80.0,0,0,30.0,0,2,1,0,1,-18.026893615722656,-12.475071907043457,0.6047133903411305,0.3952866096588696
450,1,51.0,0,0,7.0542,2,2,1,0,0,21.01905059814453,-19.41006088256836,0.8909214352446699,0.10907856475532998
451,1,32.0,0,0,30.5,0,0,1,0,1,-10.805445671081543,-13.06828498840332,0.5919017514146997,0.40809824858530014
452,0,9.0,3,2,27.9,2,2,0,0,0,-20.688600540161133,15.410005569458008,0.713359059418034,0.28664094058196576
